event,operation,values,maximum_abs,minimum_nonzero_abs,output_cipher,input_a,input_b
1206,encode,248,0.22341046153804556,0.22341046153804556,0,0,0
1207,encode,248,56.720752716,56.720752716,0,0,0
1208,encrypt,0,0,0,741,0,0
1209,mulPlain,0,0,0,742,741,0
1210,add,0,0,0,743,740,742
1211,add,0,0,0,744,736,738
1212,add,0,0,0,745,744,743
1213,sub,0,0,0,746,745,11
1214,encode,248,12540.522721354651,9.0949470177292814e-13,0,0,0
1215,subPlain,0,0,0,747,746,0
1216,mulPlain,0,0,0,748,747,0
1217,encode,248,12540.522721354651,9.0949470177292814e-13,0,0,0
1218,subPlain,0,0,0,749,746,0
1219,mulPlain,0,0,0,750,749,0
1220,encode,248,0.45086313461207544,0.45086313461207544,0,0,0
1221,encode,248,178.85804748499999,178.85804748499999,0,0,0
1222,encrypt,0,0,0,751,0,0
1223,mulPlain,0,0,0,752,751,0
1224,encode,248,0.26879071153892903,0.26879071153892903,0,0,0
1225,encode,248,177.53668212900001,177.53668212900001,0,0,0
1226,encrypt,0,0,0,753,0,0
1227,mulPlain,0,0,0,754,753,0
1228,encode,248,0.17563686538580012,0.17563686538580012,0,0,0
1229,encode,248,180.10253906200001,180.10253906200001,0,0,0
1230,encrypt,0,0,0,755,0,0
1231,mulPlain,0,0,0,756,755,0
1232,encode,248,0.10470928846319541,0.10470928846319541,0,0,0
1233,encode,248,182.894454956,182.894454956,0,0,0
1234,encrypt,0,0,0,757,0,0
1235,mulPlain,0,0,0,758,757,0
1236,add,0,0,0,759,756,758
1237,add,0,0,0,760,752,754
1238,add,0,0,0,761,760,759
1239,sub,0,0,0,762,761,11
1240,encode,248,12540.522721354651,849.2983462230419,0,0,0
1241,subPlain,0,0,0,763,762,0
1242,mulPlain,0,0,0,764,763,0
1243,encode,248,12540.522721354651,849.2983462230419,0,0,0
1244,subPlain,0,0,0,765,762,0
1245,mulPlain,0,0,0,766,765,0
1246,encode,248,0.023469653847910787,0.023469653847910787,0,0,0
1247,encode,248,189.17770385700001,189.17770385700001,0,0,0
1248,encrypt,0,0,0,767,0,0
1249,mulPlain,0,0,0,768,767,0
1250,encode,248,0.013991884616559081,0.013991884616559081,0,0,0
1251,encode,248,189.866333008,189.866333008,0,0,0
1252,encrypt,0,0,0,769,0,0
1253,mulPlain,0,0,0,770,769,0
1254,encode,248,0.60303034614996476,0.60303034614996476,0,0,0
1255,encode,248,191.81446838400001,191.81446838400001,0,0,0
1256,encrypt,0,0,0,771,0,0
1257,mulPlain,0,0,0,772,771,0
1258,encode,248,0.35950811538556537,0.35950811538556537,0,0,0
1259,encode,248,189.209350586,189.209350586,0,0,0
1260,encrypt,0,0,0,773,0,0
1261,mulPlain,0,0,0,774,773,0
1262,add,0,0,0,775,772,774
1263,add,0,0,0,776,768,770
1264,add,0,0,0,777,776,775
1265,sub,0,0,0,778,777,11
1266,encode,248,12964.965725505906,849.2983462230419,0,0,0
1267,subPlain,0,0,0,779,778,0
1268,mulPlain,0,0,0,780,779,0
1269,encode,248,12964.965725505906,849.2983462230419,0,0,0
1270,subPlain,0,0,0,781,778,0
1271,mulPlain,0,0,0,782,781,0
1272,encode,248,0.22257617308163949,0.22257617308163949,0,0,0
1273,encode,248,33.665397644000002,33.665397644000002,0,0,0
1274,encrypt,0,0,0,783,0,0
1275,mulPlain,0,0,0,784,783,0
1276,encode,248,0.1326930576963242,0.1326930576963242,0,0,0
1277,encode,248,31.151464462,31.151464462,0,0,0
1278,encrypt,0,0,0,785,0,0
1279,mulPlain,0,0,0,786,785,0
1280,encode,248,0.40392382691623602,0.40392382691623602,0,0,0
1281,encode,248,40.042549133000001,40.042549133000001,0,0,0
1282,encrypt,0,0,0,787,0,0
1283,mulPlain,0,0,0,788,787,0
1284,encode,248,0.24080694230580027,0.24080694230580027,0,0,0
1285,encode,248,34.057823181000003,34.057823181000003,0,0,0
1286,encrypt,0,0,0,789,0,0
1287,mulPlain,0,0,0,790,789,0
1288,add,0,0,0,791,788,790
1289,add,0,0,0,792,784,786
1290,add,0,0,0,793,792,791
1291,sub,0,0,0,794,793,11
1292,encode,248,13429.794459364255,849.2983462230419,0,0,0
1293,subPlain,0,0,0,795,794,0
1294,mulPlain,0,0,0,796,795,0
1295,encode,248,13429.794459364255,849.2983462230419,0,0,0
1296,subPlain,0,0,0,797,794,0
1297,mulPlain,0,0,0,798,797,0
1298,encode,248,0.42168269230707051,0.42168269230707051,0,0,0
1299,encode,248,146.52784729000001,146.52784729000001,0,0,0
1300,encrypt,0,0,0,799,0,0
1301,mulPlain,0,0,0,800,799,0
1302,encode,248,0.25139423077114248,0.25139423077114248,0,0,0
1303,encode,248,157.43338012699999,157.43338012699999,0,0,0
1304,encrypt,0,0,0,801,0,0
1305,mulPlain,0,0,0,802,801,0
1306,encode,248,0.20481730769080503,0.20481730769080503,0,0,0
1307,encode,248,145.09983825699999,145.09983825699999,0,0,0
1308,encrypt,0,0,0,803,0,0
1309,mulPlain,0,0,0,804,803,0
1310,encode,248,0.12210576923098199,0.12210576923098199,0,0,0
1311,encode,248,160.43138122600001,160.43138122600001,0,0,0
1312,encrypt,0,0,0,805,0,0
1313,mulPlain,0,0,0,806,805,0
1314,add,0,0,0,807,804,806
1315,add,0,0,0,808,800,802
1316,add,0,0,0,809,808,807
1317,sub,0,0,0,810,809,11
1318,encode,248,13930.966908168875,1.3642420526593922e-12,0,0,0
1319,subPlain,0,0,0,811,810,0
1320,mulPlain,0,0,0,812,811,0
1321,encode,248,13930.966908168875,1.3642420526593922e-12,0,0,0
1322,subPlain,0,0,0,813,810,0
1323,mulPlain,0,0,0,814,813,0
1324,encode,248,0.62078921154079925,0.62078921154079925,0,0,0
1325,encode,248,97.384941100999995,97.384941100999995,0,0,0
1326,encrypt,0,0,0,815,0,0
1327,mulPlain,0,0,0,816,815,0
1328,encode,248,0.37009540385090761,0.37009540385090761,0,0,0
1329,encode,248,87.691680907999995,87.691680907999995,0,0,0
1330,encrypt,0,0,0,817,0,0
1331,mulPlain,0,0,0,818,817,0
1332,encode,248,0.0057107884570763235,0.0057107884570763235,0,0,0
1333,encode,248,107.835113525,107.835113525,0,0,0
1334,encrypt,0,0,0,819,0,0
1335,mulPlain,0,0,0,820,819,0
1336,encode,248,0.0034045961512168747,0.0034045961512168747,0,0,0
1337,encode,248,97.953308105000005,97.953308105000005,0,0,0
1338,encrypt,0,0,0,821,0,0
1339,mulPlain,0,0,0,822,821,0
1340,add,0,0,0,823,820,822
1341,add,0,0,0,824,816,818
1342,add,0,0,0,825,824,823
1343,sub,0,0,0,826,825,11
1344,encode,248,14464.705859115113,9.0949470177292814e-13,0,0,0
1345,subPlain,0,0,0,827,826,0
1346,mulPlain,0,0,0,828,827,0
1347,encode,248,14464.705859115113,9.0949470177292814e-13,0,0,0
1348,subPlain,0,0,0,829,826,0
1349,mulPlain,0,0,0,830,829,0
1350,encode,248,0.19339573076839031,0.19339573076839031,0,0,0
1351,encode,248,14.421615600999999,14.421615600999999,0,0,0
1352,encrypt,0,0,0,831,0,0
1353,mulPlain,0,0,0,832,831,0
1354,encode,248,0.11529657692362265,0.11529657692362265,0,0,0
1355,encode,248,13.511346817,13.511346817,0,0,0
1356,encrypt,0,0,0,833,0,0
1357,mulPlain,0,0,0,834,833,0
1358,encode,248,0.43310426922948525,0.43310426922948525,0,0,0
1359,encode,248,19.918283463000002,19.918283463000002,0,0,0
1360,encrypt,0,0,0,835,0,0
1361,mulPlain,0,0,0,836,835,0
1362,encode,248,0.2582034230785018,0.2582034230785018,0,0,0
1363,encode,248,20.055208206,20.055208206,0,0,0
1364,encrypt,0,0,0,837,0,0
1365,mulPlain,0,0,0,838,837,0
1366,add,0,0,0,839,836,838
1367,add,0,0,0,840,832,834
1368,add,0,0,0,841,840,839
1369,sub,0,0,0,842,841,11
1370,encode,248,15027.541681973111,4.5474735088646407e-13,0,0,0
1371,subPlain,0,0,0,843,842,0
1372,mulPlain,0,0,0,844,843,0
1373,encode,248,15027.541681973111,4.5474735088646407e-13,0,0,0
1374,subPlain,0,0,0,845,842,0
1375,mulPlain,0,0,0,846,845,0
1376,decrypt,0,0,0,0,14,0
1377,decrypt,0,0,0,0,28,0
1378,decrypt,0,0,0,0,30,0
1379,decrypt,0,0,0,0,44,0
1380,decrypt,0,0,0,0,46,0
1381,decrypt,0,0,0,0,60,0
1382,decrypt,0,0,0,0,62,0
1383,decrypt,0,0,0,0,76,0
1384,decrypt,0,0,0,0,78,0
1385,decrypt,0,0,0,0,92,0
1386,decrypt,0,0,0,0,94,0
1387,decrypt,0,0,0,0,108,0
1388,decrypt,0,0,0,0,110,0
1389,decrypt,0,0,0,0,124,0
1390,decrypt,0,0,0,0,126,0
1391,decrypt,0,0,0,0,140,0
1392,decrypt,0,0,0,0,142,0
1393,decrypt,0,0,0,0,156,0
1394,decrypt,0,0,0,0,158,0
1395,decrypt,0,0,0,0,172,0
1396,decrypt,0,0,0,0,174,0
1397,decrypt,0,0,0,0,188,0
1398,decrypt,0,0,0,0,190,0
1399,decrypt,0,0,0,0,204,0
1400,decrypt,0,0,0,0,206,0
1401,decrypt,0,0,0,0,220,0
1402,decrypt,0,0,0,0,222,0
1403,decrypt,0,0,0,0,236,0
1404,decrypt,0,0,0,0,238,0
1405,decrypt,0,0,0,0,252,0
1406,decrypt,0,0,0,0,254,0
1407,decrypt,0,0,0,0,268,0
1408,decrypt,0,0,0,0,270,0
1409,decrypt,0,0,0,0,284,0
1410,decrypt,0,0,0,0,286,0
1411,decrypt,0,0,0,0,300,0
1412,decrypt,0,0,0,0,302,0
1413,decrypt,0,0,0,0,316,0
1414,decrypt,0,0,0,0,318,0
1415,decrypt,0,0,0,0,332,0
1416,decrypt,0,0,0,0,334,0
1417,decrypt,0,0,0,0,348,0
1418,decrypt,0,0,0,0,350,0
1419,decrypt,0,0,0,0,364,0
1420,decrypt,0,0,0,0,366,0
1421,decrypt,0,0,0,0,380,0
1422,decrypt,0,0,0,0,382,0
1423,decrypt,0,0,0,0,396,0
1424,decrypt,0,0,0,0,398,0
1425,decrypt,0,0,0,0,412,0
1426,decrypt,0,0,0,0,414,0
1427,decrypt,0,0,0,0,428,0
1428,decrypt,0,0,0,0,430,0
1429,decrypt,0,0,0,0,444,0
1430,decrypt,0,0,0,0,446,0
1431,decrypt,0,0,0,0,460,0
1432,decrypt,0,0,0,0,462,0
1433,decrypt,0,0,0,0,476,0
1434,decrypt,0,0,0,0,478,0
1435,decrypt,0,0,0,0,492,0
1436,decrypt,0,0,0,0,494,0
1437,decrypt,0,0,0,0,508,0
1438,decrypt,0,0,0,0,510,0
1439,decrypt,0,0,0,0,524,0
1440,decrypt,0,0,0,0,526,0
1441,decrypt,0,0,0,0,540,0
1442,decrypt,0,0,0,0,542,0
1443,decrypt,0,0,0,0,556,0
1444,decrypt,0,0,0,0,558,0
1445,decrypt,0,0,0,0,572,0
1446,decrypt,0,0,0,0,574,0
1447,decrypt,0,0,0,0,588,0
1448,decrypt,0,0,0,0,590,0
1449,decrypt,0,0,0,0,604,0
1450,decrypt,0,0,0,0,606,0
1451,decrypt,0,0,0,0,620,0
1452,decrypt,0,0,0,0,622,0
1453,decrypt,0,0,0,0,636,0
1454,decrypt,0,0,0,0,638,0
1455,decrypt,0,0,0,0,652,0
1456,decrypt,0,0,0,0,654,0
1457,decrypt,0,0,0,0,668,0
1458,decrypt,0,0,0,0,670,0
1459,decrypt,0,0,0,0,684,0
1460,decrypt,0,0,0,0,686,0
1461,decrypt,0,0,0,0,700,0
1462,decrypt,0,0,0,0,702,0
1463,decrypt,0,0,0,0,716,0
1464,decrypt,0,0,0,0,718,0
1465,decrypt,0,0,0,0,732,0
1466,decrypt,0,0,0,0,734,0
1467,decrypt,0,0,0,0,748,0
1468,decrypt,0,0,0,0,750,0
1469,decrypt,0,0,0,0,764,0
1470,decrypt,0,0,0,0,766,0
1471,decrypt,0,0,0,0,780,0
1472,decrypt,0,0,0,0,782,0
1473,decrypt,0,0,0,0,796,0
1474,decrypt,0,0,0,0,798,0
1475,decrypt,0,0,0,0,812,0
1476,decrypt,0,0,0,0,814,0
1477,decrypt,0,0,0,0,828,0
1478,decrypt,0,0,0,0,830,0
1479,decrypt,0,0,0,0,844,0
1480,decrypt,0,0,0,0,846,0
